Country,Related JobCategory,Level1,Level2,projects,percent
Jamaica,84,Business Services,Recruiting,14,0.005297011
Jamaica,85,Business Services,Statistical Analysis,4,0.0015134317
Jamaica,86,Business Services,Other - Business Services,17,0.0064320848
Jamaica,87,Customer Service,Order Processing,20,0.0075671585
Jamaica,88,Sales & Marketing,SEO - Search Engine Optimization,10,0.0037835793
Jamaica,89,Sales & Marketing,Business Plans & Marketing Strategy,6,0.0022701476
Jamaica,90,Business Services,Bookkeeping,3,0.0011350738
Japan,8,Web Development,Web Design,66,0.0486366986
Japan,9,Web Development,Web Programming,168,0.1238025055
Japan,11,Web Development,Ecommerce,14,0.0103168755
Japan,13,Web Development,UI Design,5,0.0036845984
Japan,15,Web Development,Website QA,3,0.002210759
Japan,16,Web Development,Website Project Management,3,0.002210759
Japan,17,Web Development,Other - Web Development,12,0.0088430361
Japan,18,Software Development,Desktop Applications,44,0.0324244657
Japan,20,Software Development,Game Development,7,0.0051584377
Japan,21,Software Development,Scripts & Utilities,26,0.0191599116
Japan,22,Software Development,Software Plug-ins,2,0.0014738394
Japan,23,Software Development,Mobile Apps,31,0.0228445099
Japan,25,Software Development,Software Project Management,11,0.0081061164
Japan,26,Software Development,Software QA,5,0.0036845984
Japan,27,Software Development,VOIP,3,0.002210759
Japan,28,Software Development,Other - Software Development,36,0.0265291083
Japan,29,Networking & Information Systems,Network Administration,4,0.0029476787
Japan,31,Networking & Information Systems,DBA - Database Administration,8,0.0058953574
Japan,32,Networking & Information Systems,Server Administration,1,0.0007369197
Japan,33,Networking & Information Systems,Other - Networking & Information Systems,4,0.0029476787
Japan,34,Writing & Translation,Technical Writing,25,0.0184229919
Japan,35,Writing & Translation,Website Content,54,0.0397936625
Japan,37,Writing & Translation,Blog & Article Writing,84,0.0619012528
Japan,38,Writing & Translation,Copywriting,14,0.0103168755
Japan,39,Writing & Translation,Other - Writing & Translation,50,0.0368459838
Japan,40,Administrative Support,Data Entry,29,0.0213706706
Japan,41,Administrative Support,Personal Assistant,24,0.0176860722
Japan,42,Administrative Support,Web Research,20,0.0147383935
Japan,43,Administrative Support,Email Response Handling,6,0.0044215181
Japan,46,Administrative Support,Other - Administrative Support,18,0.0132645542
Japan,47,Design & Multimedia,Graphic Design,19,0.0140014738
Japan,48,Design & Multimedia,Logo Design,10,0.0073691968
Japan,49,Design & Multimedia,Illustration,3,0.002210759
Japan,50,Design & Multimedia,Print Design,2,0.0014738394
Japan,51,Design & Multimedia,3D Modeling & CAD,19,0.0140014738
Japan,53,Design & Multimedia,Audio Production,7,0.0051584377
Japan,54,Design & Multimedia,Video Production,6,0.0044215181
Japan,55,Design & Multimedia,Voice Talent,6,0.0044215181
Japan,56,Design & Multimedia,Animation,1,0.0007369197
Japan,57,Design & Multimedia,Other - Design & Multimedia,6,0.0044215181
Japan,58,Writing & Translation,Translation,267,0.1967575534
Japan,59,Networking & Information Systems,ERP / CRM Implementation,1,0.0007369197
Japan,60,Design & Multimedia,Presentations,2,0.0014738394
Japan,61,Design & Multimedia,Engineering & Technical Design,8,0.0058953574
Japan,62,Writing & Translation,Creative Writing,26,0.0191599116
Japan,63,Administrative Support,Transcription,5,0.0036845984
Japan,64,Customer Service,Customer Service & Support,14,0.0103168755
Japan,65,Customer Service,Technical Support,25,0.0184229919
Japan,66,Customer Service,Phone Support,2,0.0014738394
Japan,67,Customer Service,Other - Customer Service,12,0.0088430361
Japan,68,Sales & Marketing,Advertising,3,0.002210759
Japan,69,Sales & Marketing,Email Marketing,6,0.0044215181
Japan,70,Sales & Marketing,SEM - Search Engine Marketing,2,0.0014738394
Japan,71,Sales & Marketing,SMM - Social Media Marketing,5,0.0036845984
Japan,72,Sales & Marketing,PR - Public Relations,1,0.0007369197
Japan,74,Sales & Marketing,Market Research & Surveys,7,0.0051584377
Japan,75,Sales & Marketing,Sales & Lead Generation,9,0.0066322771
Japan,76,Sales & Marketing,Other - Sales & Marketing,32,0.0235814296
Japan,77,Business Services,Accounting,1,0.0007369197
Japan,82,Business Services,Project Management,13,0.0095799558
Japan,83,Business Services,Business Consulting,1,0.0007369197
Japan,84,Business Services,Recruiting,12,0.0088430361
Japan,85,Business Services,Statistical Analysis,2,0.0014738394
Japan,86,Business Services,Other - Business Services,8,0.0058953574
Japan,87,Customer Service,Order Processing,5,0.0036845984
Japan,88,Sales & Marketing,SEO - Search Engine Optimization,29,0.0213706706
Japan,89,Sales & Marketing,Business Plans & Marketing Strategy,1,0.0007369197
Japan,90,Business Services,Bookkeeping,1,0.0007369197
Jordan,8,Web Development,Web Design,63,0.1034482759
Jordan,9,Web Development,Web Programming,145,0.2380952381
Jordan,13,Web Development,UI Design,13,0.0213464696
Jordan,15,Web Development,Website QA,3,0.0049261084
Jordan,16,Web Development,Website Project Management,2,0.0032840722
Jordan,17,Web Development,Other - Web Development,12,0.0197044335
Jordan,18,Software Development,Desktop Applications,56,0.091954023
Jordan,19,Software Development,Client-Server Applications,6,0.0098522167
Jordan,20,Software Development,Game Development,2,0.0032840722
Jordan,21,Software Development,Scripts & Utilities,2,0.0032840722
Jordan,22,Software Development,Software Plug-ins,5,0.0082101806
Jordan,23,Software Development,Mobile Apps,5,0.0082101806
Jordan,24,Software Development,Application Interface Design,1,0.0016420361
Jordan,25,Software Development,Software Project Management,8,0.013136289
Jordan,26,Software Development,Software QA,2,0.0032840722
Jordan,28,Software Development,Other - Software Development,34,0.0558292282
Jordan,29,Networking & Information Systems,Network Administration,5,0.0082101806
Jordan,31,Networking & Information Systems,DBA - Database Administration,1,0.0016420361
Jordan,32,Networking & Information Systems,Server Administration,2,0.0032840722
Jordan,33,Networking & Information Systems,Other - Networking & Information Systems,3,0.0049261084
Jordan,34,Writing & Translation,Technical Writing,4,0.0065681445
Jordan,35,Writing & Translation,Website Content,17,0.0279146141
Jordan,37,Writing & Translation,Blog & Article Writing,21,0.0344827586
Jordan,38,Writing & Translation,Copywriting,4,0.0065681445
Jordan,39,Writing & Translation,Other - Writing & Translation,17,0.0279146141
Jordan,40,Administrative Support,Data Entry,10,0.0164203612
Jordan,41,Administrative Support,Personal Assistant,2,0.0032840722
Jordan,42,Administrative Support,Web Research,25,0.0410509031
Jordan,46,Administrative Support,Other - Administrative Support,12,0.0197044335
Jordan,47,Design & Multimedia,Graphic Design,12,0.0197044335
Jordan,48,Design & Multimedia,Logo Design,1,0.0016420361
Jordan,50,Design & Multimedia,Print Design,6,0.0098522167
Jordan,54,Design & Multimedia,Video Production,2,0.0032840722
Jordan,55,Design & Multimedia,Voice Talent,1,0.0016420361
Jordan,56,Design & Multimedia,Animation,1,0.0016420361
Jordan,57,Design & Multimedia,Other - Design & Multimedia,6,0.0098522167
Jordan,58,Writing & Translation,Translation,33,0.0541871921
Jordan,59,Networking & Information Systems,ERP / CRM Implementation,2,0.0032840722
Jordan,60,Design & Multimedia,Presentations,5,0.0082101806
Jordan,62,Writing & Translation,Creative Writing,1,0.0016420361
Jordan,63,Administrative Support,Transcription,1,0.0016420361
Jordan,64,Customer Service,Customer Service & Support,2,0.0032840722
Jordan,65,Customer Service,Technical Support,1,0.0016420361
Jordan,67,Customer Service,Other - Customer Service,2,0.0032840722
Jordan,68,Sales & Marketing,Advertising,1,0.0016420361
Jordan,69,Sales & Marketing,Email Marketing,2,0.0032840722
Jordan,71,Sales & Marketing,SMM - Social Media Marketing,3,0.0049261084
Jordan,74,Sales & Marketing,Market Research & Surveys,3,0.0049261084
Jordan,75,Sales & Marketing,Sales & Lead Generation,2,0.0032840722
Jordan,76,Sales & Marketing,Other - Sales & Marketing,2,0.0032840722
Jordan,77,Business Services,Accounting,9,0.0147783251
Jordan,82,Business Services,Project Management,2,0.0032840722
Jordan,83,Business Services,Business Consulting,7,0.0114942529
Jordan,85,Business Services,Statistical Analysis,2,0.0032840722
Jordan,86,Business Services,Other - Business Services,9,0.0147783251
Jordan,87,Customer Service,Order Processing,2,0.0032840722
Jordan,88,Sales & Marketing,SEO - Search Engine Optimization,2,0.0032840722
Jordan,90,Business Services,Bookkeeping,4,0.0065681445
Kazakhstan,8,Web Development,Web Design,4,0.0224719101
Kazakhstan,9,Web Development,Web Programming,81,0.4550561798
Kazakhstan,17,Web Development,Other - Web Development,3,0.0168539326
Kazakhstan,18,Software Development,Desktop Applications,15,0.0842696629
Kazakhstan,19,Software Development,Client-Server Applications,1,0.0056179775
Kazakhstan,20,Software Development,Game Development,4,0.0224719101
Kazakhstan,21,Software Development,Scripts & Utilities,10,0.0561797753
Kazakhstan,23,Software Development,Mobile Apps,9,0.0505617978
Kazakhstan,28,Software Development,Other - Software Development,9,0.0505617978
Kazakhstan,29,Networking & Information Systems,Network Administration,6,0.0337078652
Kazakhstan,32,Networking & Information Systems,Server Administration,5,0.0280898876
Kazakhstan,33,Networking & Information Systems,Other - Networking & Information Systems,2,0.0112359551
Kazakhstan,34,Writing & Translation,Technical Writing,1,0.0056179775
Kazakhstan,37,Writing & Translation,Blog & Article Writing,1,0.0056179775
Kazakhstan,39,Writing & Translation,Other - Writing & Translation,3,0.0168539326
Kazakhstan,40,Administrative Support,Data Entry,1,0.0056179775
Kazakhstan,42,Administrative Support,Web Research,2,0.0112359551
Kazakhstan,46,Administrative Support,Other - Administrative Support,1,0.0056179775
Kazakhstan,47,Design & Multimedia,Graphic Design,5,0.0280898876
Kazakhstan,48,Design & Multimedia,Logo Design,1,0.0056179775
Kazakhstan,58,Writing & Translation,Translation,9,0.0505617978
Kazakhstan,74,Sales & Marketing,Market Research & Surveys,1,0.0056179775
Kazakhstan,76,Sales & Marketing,Other - Sales & Marketing,1,0.0056179775
Kazakhstan,83,Business Services,Business Consulting,1,0.0056179775
Kazakhstan,88,Sales & Marketing,SEO - Search Engine Optimization,1,0.0056179775
Kenya,8,Web Development,Web Design,303,0.0194980695
Kenya,9,Web Development,Web Programming,375,0.0241312741
Kenya,11,Web Development,Ecommerce,29,0.0018661519
Kenya,13,Web Development,UI Design,14,0.0009009009
Kenya,15,Web Development,Website QA,15,0.000965251
Kenya,16,Web Development,Website Project Management,32,0.0020592021
Kenya,17,Web Development,Other - Web Development,131,0.0084298584
Kenya,18,Software Development,Desktop Applications,104,0.0066924067
Kenya,20,Software Development,Game Development,6,0.0003861004
Kenya,21,Software Development,Scripts & Utilities,21,0.0013513514
Kenya,22,Software Development,Software Plug-ins,6,0.0003861004
Kenya,23,Software Development,Mobile Apps,26,0.0016731017
Kenya,24,Software Development,Application Interface Design,3,0.0001930502
Kenya,25,Software Development,Software Project Management,54,0.0034749035
Kenya,26,Software Development,Software QA,16,0.001029601
Kenya,28,Software Development,Other - Software Development,111,0.0071428571
Kenya,29,Networking & Information Systems,Network Administration,49,0.0031531532
Kenya,31,Networking & Information Systems,DBA - Database Administration,21,0.0013513514
Kenya,32,Networking & Information Systems,Server Administration,7,0.0004504505
Kenya,33,Networking & Information Systems,Other - Networking & Information Systems,21,0.0013513514
Kenya,34,Writing & Translation,Technical Writing,558,0.0359073359
Kenya,35,Writing & Translation,Website Content,1525,0.0981338481
Kenya,37,Writing & Translation,Blog & Article Writing,5773,0.3714929215
Kenya,38,Writing & Translation,Copywriting,171,0.011003861
Kenya,39,Writing & Translation,Other - Writing & Translation,674,0.0433719434
Kenya,40,Administrative Support,Data Entry,752,0.0483912484
Kenya,41,Administrative Support,Personal Assistant,338,0.0217503218
Kenya,42,Administrative Support,Web Research,499,0.0321106821
Kenya,43,Administrative Support,Email Response Handling,22,0.0014157014
Kenya,46,Administrative Support,Other - Administrative Support,404,0.025997426
Kenya,47,Design & Multimedia,Graphic Design,57,0.0036679537
Kenya,48,Design & Multimedia,Logo Design,20,0.0012870013
Kenya,49,Design & Multimedia,Illustration,9,0.0005791506
Kenya,50,Design & Multimedia,Print Design,6,0.0003861004
Kenya,51,Design & Multimedia,3D Modeling & CAD,4,0.0002574003
Kenya,53,Design & Multimedia,Audio Production,6,0.0003861004
Kenya,54,Design & Multimedia,Video Production,17,0.0010939511
Kenya,55,Design & Multimedia,Voice Talent,3,0.0001930502
Kenya,56,Design & Multimedia,Animation,2,0.0001287001
Kenya,57,Design & Multimedia,Other - Design & Multimedia,29,0.0018661519
Kenya,58,Writing & Translation,Translation,64,0.0041184041
Kenya,59,Networking & Information Systems,ERP / CRM Implementation,1,6.43500643500643E-005
Kenya,60,Design & Multimedia,Presentations,2,0.0001287001
Kenya,61,Design & Multimedia,Engineering & Technical Design,24,0.0015444015
Kenya,62,Writing & Translation,Creative Writing,533,0.0342985843
Kenya,63,Administrative Support,Transcription,747,0.0480694981
Kenya,64,Customer Service,Customer Service & Support,144,0.0092664093
Kenya,65,Customer Service,Technical Support,64,0.0041184041
Kenya,66,Customer Service,Phone Support,4,0.0002574003
Kenya,67,Customer Service,Other - Customer Service,27,0.0017374517
Kenya,68,Sales & Marketing,Advertising,69,0.0044401544
Kenya,69,Sales & Marketing,Email Marketing,61,0.0039253539
Kenya,70,Sales & Marketing,SEM - Search Engine Marketing,44,0.0028314028
Kenya,71,Sales & Marketing,SMM - Social Media Marketing,202,0.012998713
Kenya,72,Sales & Marketing,PR - Public Relations,20,0.0012870013
Kenya,73,Sales & Marketing,Telemarketing & Telesales,46,0.002960103
Kenya,74,Sales & Marketing,Market Research & Surveys,78,0.005019305
Kenya,75,Sales & Marketing,Sales & Lead Generation,129,0.0083011583
Kenya,76,Sales & Marketing,Other - Sales & Marketing,148,0.0095238095
Kenya,77,Business Services,Accounting,37,0.0023809524
Kenya,78,Business Services,HR / Payroll,3,0.0001930502
Kenya,79,Business Services,Financial Services & Planning,22,0.0014157014
Kenya,81,Business Services,Legal,10,0.0006435006
Kenya,82,Business Services,Project Management,55,0.0035392535
Kenya,83,Business Services,Business Consulting,32,0.0020592021
Kenya,84,Business Services,Recruiting,123,0.0079150579
Kenya,85,Business Services,Statistical Analysis,84,0.0054054054
Kenya,86,Business Services,Other - Business Services,167,0.0107464607
Kenya,87,Customer Service,Order Processing,66,0.0042471042
Kenya,88,Sales & Marketing,SEO - Search Engine Optimization,201,0.0129343629
Kenya,89,Sales & Marketing,Business Plans & Marketing Strategy,65,0.0041827542
Kenya,90,Business Services,Bookkeeping,12,0.0007722008
"Korea, Democratic People's Republic of",40,Administrative Support,Data Entry,1,0.5
"Korea, Democratic People's Republic of",85,Business Services,Statistical Analysis,1,0.5
Kuwait,8,Web Development,Web Design,8,0.0338983051
Kuwait,9,Web Development,Web Programming,8,0.0338983051
Kuwait,11,Web Development,Ecommerce,1,0.0042372881
Kuwait,13,Web Development,UI Design,1,0.0042372881
Kuwait,17,Web Development,Other - Web Development,6,0.0254237288
Kuwait,18,Software Development,Desktop Applications,2,0.0084745763
Kuwait,19,Software Development,Client-Server Applications,1,0.0042372881
Kuwait,25,Software Development,Software Project Management,4,0.0169491525
Kuwait,26,Software Development,Software QA,1,0.0042372881
Kuwait,28,Software Development,Other - Software Development,5,0.0211864407
Kuwait,29,Networking & Information Systems,Network Administration,1,0.0042372881
Kuwait,33,Networking & Information Systems,Other - Networking & Information Systems,1,0.0042372881
Kuwait,35,Writing & Translation,Website Content,12,0.0508474576
Kuwait,37,Writing & Translation,Blog & Article Writing,44,0.186440678
Kuwait,38,Writing & Translation,Copywriting,6,0.0254237288
Kuwait,39,Writing & Translation,Other - Writing & Translation,9,0.0381355932
Kuwait,40,Administrative Support,Data Entry,15,0.063559322
Kuwait,41,Administrative Support,Personal Assistant,10,0.0423728814
Kuwait,42,Administrative Support,Web Research,6,0.0254237288
Kuwait,46,Administrative Support,Other - Administrative Support,5,0.0211864407
Kuwait,47,Design & Multimedia,Graphic Design,17,0.0720338983
Kuwait,48,Design & Multimedia,Logo Design,5,0.0211864407
Kuwait,49,Design & Multimedia,Illustration,5,0.0211864407
Kuwait,50,Design & Multimedia,Print Design,5,0.0211864407
Kuwait,51,Design & Multimedia,3D Modeling & CAD,1,0.0042372881
Kuwait,54,Design & Multimedia,Video Production,5,0.0211864407
Kuwait,55,Design & Multimedia,Voice Talent,1,0.0042372881
Kuwait,56,Design & Multimedia,Animation,1,0.0042372881
Kuwait,57,Design & Multimedia,Other - Design & Multimedia,12,0.0508474576
Kuwait,58,Writing & Translation,Translation,1,0.0042372881
Kuwait,60,Design & Multimedia,Presentations,1,0.0042372881
Kuwait,62,Writing & Translation,Creative Writing,8,0.0338983051
Kuwait,63,Administrative Support,Transcription,2,0.0084745763
Kuwait,64,Customer Service,Customer Service & Support,4,0.0169491525
Kuwait,65,Customer Service,Technical Support,1,0.0042372881
Kuwait,67,Customer Service,Other - Customer Service,1,0.0042372881
Kuwait,68,Sales & Marketing,Advertising,2,0.0084745763
Kuwait,71,Sales & Marketing,SMM - Social Media Marketing,1,0.0042372881
Kuwait,73,Sales & Marketing,Telemarketing & Telesales,2,0.0084745763
Kuwait,74,Sales & Marketing,Market Research & Surveys,2,0.0084745763
Kuwait,75,Sales & Marketing,Sales & Lead Generation,2,0.0084745763
Kuwait,76,Sales & Marketing,Other - Sales & Marketing,4,0.0169491525
Kuwait,84,Business Services,Recruiting,1,0.0042372881
Kuwait,85,Business Services,Statistical Analysis,2,0.0084745763
Kuwait,86,Business Services,Other - Business Services,1,0.0042372881
Kuwait,88,Sales & Marketing,SEO - Search Engine Optimization,2,0.0084745763
Kyrgyzstan,8,Web Development,Web Design,27,0.0642857143
Kyrgyzstan,9,Web Development,Web Programming,241,0.5738095238
Kyrgyzstan,13,Web Development,UI Design,3,0.0071428571
Kyrgyzstan,15,Web Development,Website QA,1,0.0023809524
Kyrgyzstan,16,Web Development,Website Project Management,1,0.0023809524
Kyrgyzstan,17,Web Development,Other - Web Development,22,0.0523809524
Kyrgyzstan,18,Software Development,Desktop Applications,21,0.05
Kyrgyzstan,19,Software Development,Client-Server Applications,1,0.0023809524
Kyrgyzstan,20,Software Development,Game Development,1,0.0023809524
Kyrgyzstan,21,Software Development,Scripts & Utilities,7,0.0166666667
Kyrgyzstan,22,Software Development,Software Plug-ins,3,0.0071428571
Kyrgyzstan,23,Software Development,Mobile Apps,20,0.0476190476
Kyrgyzstan,24,Software Development,Application Interface Design,3,0.0071428571
Kyrgyzstan,26,Software Development,Software QA,1,0.0023809524
Kyrgyzstan,28,Software Development,Other - Software Development,11,0.0261904762
Kyrgyzstan,29,Networking & Information Systems,Network Administration,1,0.0023809524
Kyrgyzstan,32,Networking & Information Systems,Server Administration,3,0.0071428571
Kyrgyzstan,33,Networking & Information Systems,Other - Networking & Information Systems,1,0.0023809524
Kyrgyzstan,34,Writing & Translation,Technical Writing,4,0.0095238095
Kyrgyzstan,35,Writing & Translation,Website Content,2,0.0047619048
Kyrgyzstan,37,Writing & Translation,Blog & Article Writing,1,0.0023809524
Kyrgyzstan,39,Writing & Translation,Other - Writing & Translation,5,0.0119047619
Kyrgyzstan,40,Administrative Support,Data Entry,14,0.0333333333
Kyrgyzstan,47,Design & Multimedia,Graphic Design,1,0.0023809524
Kyrgyzstan,48,Design & Multimedia,Logo Design,1,0.0023809524
Kyrgyzstan,51,Design & Multimedia,3D Modeling & CAD,5,0.0119047619
Kyrgyzstan,56,Design & Multimedia,Animation,1,0.0023809524
Kyrgyzstan,57,Design & Multimedia,Other - Design & Multimedia,2,0.0047619048
Kyrgyzstan,58,Writing & Translation,Translation,9,0.0214285714
Kyrgyzstan,61,Design & Multimedia,Engineering & Technical Design,1,0.0023809524
Kyrgyzstan,65,Customer Service,Technical Support,1,0.0023809524
Kyrgyzstan,67,Customer Service,Other - Customer Service,1,0.0023809524
Kyrgyzstan,68,Sales & Marketing,Advertising,1,0.0023809524
Kyrgyzstan,75,Sales & Marketing,Sales & Lead Generation,1,0.0023809524
Kyrgyzstan,89,Sales & Marketing,Business Plans & Marketing Strategy,1,0.0023809524
Laos,9,Web Development,Web Programming,4,0.2857142857
Laos,57,Design & Multimedia,Other - Design & Multimedia,1,0.0714285714
Laos,58,Writing & Translation,Translation,2,0.1428571429
Laos,64,Customer Service,Customer Service & Support,1,0.0714285714
Laos,71,Sales & Marketing,SMM - Social Media Marketing,1,0.0714285714
Laos,76,Sales & Marketing,Other - Sales & Marketing,1,0.0714285714
Laos,79,Business Services,Financial Services & Planning,3,0.2142857143
Laos,82,Business Services,Project Management,1,0.0714285714
Latvia,8,Web Development,Web Design,37,0.0457354759
Latvia,9,Web Development,Web Programming,186,0.2299134734
Latvia,11,Web Development,Ecommerce,26,0.0321384425
Latvia,13,Web Development,UI Design,3,0.0037082818
Latvia,16,Web Development,Website Project Management,8,0.0098887515
Latvia,17,Web Development,Other - Web Development,22,0.0271940667
Latvia,18,Software Development,Desktop Applications,34,0.0420271941
Latvia,19,Software Development,Client-Server Applications,6,0.0074165637
Latvia,20,Software Development,Game Development,1,0.0012360939
Latvia,21,Software Development,Scripts & Utilities,13,0.0160692213
Latvia,22,Software Development,Software Plug-ins,4,0.0049443758
Latvia,23,Software Development,Mobile Apps,1,0.0012360939
Latvia,24,Software Development,Application Interface Design,1,0.0012360939
Latvia,25,Software Development,Software Project Management,3,0.0037082818
Latvia,27,Software Development,VOIP,1,0.0012360939
Latvia,28,Software Development,Other - Software Development,33,0.0407911001
Latvia,29,Networking & Information Systems,Network Administration,4,0.0049443758
Latvia,31,Networking & Information Systems,DBA - Database Administration,4,0.0049443758
Latvia,32,Networking & Information Systems,Server Administration,19,0.0234857849
Latvia,33,Networking & Information Systems,Other - Networking & Information Systems,3,0.0037082818
Latvia,34,Writing & Translation,Technical Writing,2,0.0024721879
Latvia,35,Writing & Translation,Website Content,10,0.0123609394
Latvia,37,Writing & Translation,Blog & Article Writing,22,0.0271940667
Latvia,38,Writing & Translation,Copywriting,4,0.0049443758
Latvia,39,Writing & Translation,Other - Writing & Translation,15,0.0185414091
Latvia,40,Administrative Support,Data Entry,21,0.0259579728
Latvia,41,Administrative Support,Personal Assistant,13,0.0160692213
Latvia,42,Administrative Support,Web Research,10,0.0123609394
Latvia,43,Administrative Support,Email Response Handling,1,0.0012360939
Latvia,46,Administrative Support,Other - Administrative Support,6,0.0074165637
Latvia,47,Design & Multimedia,Graphic Design,17,0.021013597
Latvia,48,Design & Multimedia,Logo Design,10,0.0123609394
Latvia,50,Design & Multimedia,Print Design,4,0.0049443758
Latvia,51,Design & Multimedia,3D Modeling & CAD,1,0.0012360939
Latvia,53,Design & Multimedia,Audio Production,17,0.021013597
Latvia,54,Design & Multimedia,Video Production,145,0.1792336218
Latvia,56,Design & Multimedia,Animation,9,0.0111248455
Latvia,57,Design & Multimedia,Other - Design & Multimedia,7,0.0086526576
Latvia,58,Writing & Translation,Translation,45,0.0556242274
Latvia,60,Design & Multimedia,Presentations,4,0.0049443758
Latvia,62,Writing & Translation,Creative Writing,6,0.0074165637
Latvia,63,Administrative Support,Transcription,1,0.0012360939
Latvia,64,Customer Service,Customer Service & Support,5,0.0061804697
Latvia,65,Customer Service,Technical Support,2,0.0024721879
Latvia,67,Customer Service,Other - Customer Service,1,0.0012360939
Latvia,68,Sales & Marketing,Advertising,1,0.0012360939
Latvia,70,Sales & Marketing,SEM - Search Engine Marketing,2,0.0024721879
Latvia,74,Sales & Marketing,Market Research & Surveys,1,0.0012360939
Latvia,76,Sales & Marketing,Other - Sales & Marketing,4,0.0049443758
Latvia,81,Business Services,Legal,1,0.0012360939
Latvia,85,Business Services,Statistical Analysis,2,0.0024721879
Latvia,86,Business Services,Other - Business Services,5,0.0061804697
Latvia,88,Sales & Marketing,SEO - Search Engine Optimization,5,0.0061804697
Lebanon,8,Web Development,Web Design,3,0.0048154093
Lebanon,9,Web Development,Web Programming,14,0.0224719101
Lebanon,11,Web Development,Ecommerce,2,0.0032102729
Lebanon,13,Web Development,UI Design,1,0.0016051364
Lebanon,15,Web Development,Website QA,1,0.0016051364
Lebanon,16,Web Development,Website Project Management,1,0.0016051364
Lebanon,17,Web Development,Other - Web Development,4,0.0064205457
Lebanon,18,Software Development,Desktop Applications,14,0.0224719101
Lebanon,19,Software Development,Client-Server Applications,1,0.0016051364
Lebanon,21,Software Development,Scripts & Utilities,1,0.0016051364
Lebanon,23,Software Development,Mobile Apps,2,0.0032102729
Lebanon,25,Software Development,Software Project Management,8,0.0128410915
Lebanon,28,Software Development,Other - Software Development,19,0.0304975923
Lebanon,29,Networking & Information Systems,Network Administration,7,0.0112359551
Lebanon,31,Networking & Information Systems,DBA - Database Administration,1,0.0016051364
Lebanon,32,Networking & Information Systems,Server Administration,2,0.0032102729
Lebanon,33,Networking & Information Systems,Other - Networking & Information Systems,16,0.025682183
Lebanon,34,Writing & Translation,Technical Writing,19,0.0304975923
Lebanon,35,Writing & Translation,Website Content,53,0.0850722311
Lebanon,37,Writing & Translation,Blog & Article Writing,135,0.2166934189
Lebanon,38,Writing & Translation,Copywriting,9,0.0144462279
Lebanon,39,Writing & Translation,Other - Writing & Translation,26,0.0417335474
Lebanon,40,Administrative Support,Data Entry,11,0.0176565008
Lebanon,41,Administrative Support,Personal Assistant,26,0.0417335474
Lebanon,42,Administrative Support,Web Research,15,0.0240770465
Lebanon,46,Administrative Support,Other - Administrative Support,10,0.0160513644
Lebanon,47,Design & Multimedia,Graphic Design,13,0.0208667737
Lebanon,48,Design & Multimedia,Logo Design,4,0.0064205457
Lebanon,49,Design & Multimedia,Illustration,1,0.0016051364
Lebanon,50,Design & Multimedia,Print Design,2,0.0032102729
Lebanon,51,Design & Multimedia,3D Modeling & CAD,31,0.0497592295
Lebanon,54,Design & Multimedia,Video Production,2,0.0032102729
Lebanon,55,Design & Multimedia,Voice Talent,1,0.0016051364
Lebanon,57,Design & Multimedia,Other - Design & Multimedia,2,0.0032102729
Lebanon,58,Writing & Translation,Translation,45,0.0722311396
Lebanon,60,Design & Multimedia,Presentations,19,0.0304975923
Lebanon,61,Design & Multimedia,Engineering & Technical Design,1,0.0016051364
Lebanon,62,Writing & Translation,Creative Writing,9,0.0144462279
Lebanon,63,Administrative Support,Transcription,4,0.0064205457
Lebanon,64,Customer Service,Customer Service & Support,3,0.0048154093
Lebanon,65,Customer Service,Technical Support,1,0.0016051364
Lebanon,67,Customer Service,Other - Customer Service,1,0.0016051364
Lebanon,68,Sales & Marketing,Advertising,2,0.0032102729
Lebanon,70,Sales & Marketing,SEM - Search Engine Marketing,3,0.0048154093
Lebanon,71,Sales & Marketing,SMM - Social Media Marketing,15,0.0240770465
Lebanon,72,Sales & Marketing,PR - Public Relations,2,0.0032102729
Lebanon,73,Sales & Marketing,Telemarketing & Telesales,1,0.0016051364
Lebanon,74,Sales & Marketing,Market Research & Surveys,2,0.0032102729
Lebanon,75,Sales & Marketing,Sales & Lead Generation,7,0.0112359551
Lebanon,76,Sales & Marketing,Other - Sales & Marketing,8,0.0128410915
Lebanon,78,Business Services,HR / Payroll,1,0.0016051364
Lebanon,79,Business Services,Financial Services & Planning,3,0.0048154093
Lebanon,82,Business Services,Project Management,5,0.0080256822
Lebanon,83,Business Services,Business Consulting,6,0.0096308186
Lebanon,84,Business Services,Recruiting,2,0.0032102729
Lebanon,85,Business Services,Statistical Analysis,1,0.0016051364
Lebanon,86,Business Services,Other - Business Services,12,0.0192616372
Lebanon,88,Sales & Marketing,SEO - Search Engine Optimization,9,0.0144462279
Lebanon,89,Sales & Marketing,Business Plans & Marketing Strategy,4,0.0064205457
Lesotho,8,Web Development,Web Design,1,0.2
Lesotho,28,Software Development,Other - Software Development,1,0.2
Lesotho,41,Administrative Support,Personal Assistant,1,0.2
Lesotho,43,Administrative Support,Email Response Handling,1,0.2
Lesotho,73,Sales & Marketing,Telemarketing & Telesales,1,0.2
Libya,8,Web Development,Web Design,2,0.25
Libya,9,Web Development,Web Programming,1,0.125
Libya,13,Web Development,UI Design,1,0.125
Libya,17,Web Development,Other - Web Development,1,0.125
Libya,23,Software Development,Mobile Apps,1,0.125
